sleep_hours,sleep_time_hour,meals_count,junk_food_count,stress_level,work_hours,exercise_minutes,water_intake,mood_score,screen_time_hrs,caffeine_cups,burnout_risk,stress_overload,sleep_deprived,poor_habits,skipping_meals,late_sleep,health_score
2.9,23,4,0,3,8.5,4.0,1.4,1,4.8,2,0,0,1,0,0,0,66.5
6.6,0,4,0,10,12.9,28.0,2.5,9,1.8,2,0,0,0,0,0,1,82.1
7.4,2,2,3,2,7.3,10.0,0.3,5,7.9,0,0,0,0,1,0,1,71.2
4.0,1,3,0,10,6.6,35.0,1.6,6,6.8,4,0,0,1,0,0,1,65.4
7.9,0,3,1,4,9.9,0.0,2.9,3,4.0,2,0,0,0,0,0,1,88.5
6.7,0,3,0,3,11.9,46.0,2.2,10,2.5,2,0,0,0,0,0,1,98.2
5.6,0,2,4,7,5.1,73.0,2.7,8,6.6,1,0,0,1,1,0,1,64.6
7.1,23,3,2,8,8.0,10.0,0.4,7,9.4,2,0,0,0,1,0,0,71.6
9.6,0,2,1,2,7.0,55.0,0.9,1,5.7,3,0,0,0,1,0,1,86.6
6.5,1,2,2,10,8.9,20.0,2.2,10,4.7,3,0,0,0,0,0,1,66.5
6.6,2,4,3,7,8.5,61.0,2.9,5,4.1,4,0,0,0,1,0,1,79.6
5.5,0,2,5,8,11.9,76.0,1.0,10,8.5,2,0,0,1,1,0,1,53.0
4.9,1,1,1,6,8.2,23.0,1.5,9,4.4,3,0,0,1,1,1,1,66.6
7.4,22,1,4,6,11.9,0.0,2.1,6,5.3,2,0,0,0,1,1,0,63.5
4.9,0,4,4,10,7.7,49.0,0.8,8,8.1,3,0,0,1,1,0,1,51.6
6.3,21,3,4,1,10.8,33.0,2.2,10,7.3,3,0,0,0,1,0,0,79.8
5.5,23,2,2,4,9.1,39.0,0.3,1,5.3,2,0,0,1,1,0,0,71.2
6.9,1,3,2,1,12.8,21.0,2.1,10,4.6,1,0,0,0,0,0,1,89.2
6.7,3,3,1,4,4.8,9.0,1.1,7,8.9,1,0,0,0,1,0,1,85.4
7.8,22,2,3,2,5.6,54.0,1.5,3,3.8,2,0,0,0,1,0,0,81.0
5.4,23,3,2,5,13.1,35.0,2.3,9,5.6,5,0,0,1,0,0,0,82.4
5.8,2,3,2,10,6.7,0.0,2.1,6,3.0,1,0,0,1,0,0,1,62.3
4.7,23,3,1,9,6.8,43.0,1.8,5,8.4,0,0,0,1,0,0,0,69.4
5.5,0,2,3,10,6.3,39.0,2.5,8,5.1,1,0,0,1,1,0,1,59.0
6.8,1,4,3,3,11.4,21.0,0.6,8,4.6,3,0,0,0,1,0,1,79.0
7.3,0,3,0,8,5.4,64.0,1.9,3,7.3,2,0,0,0,0,0,1,90.6
4.8,22,2,3,3,8.6,14.0,1.2,2,3.1,1,0,0,1,1,0,0,62.6
7.5,23,2,2,6,7.8,24.0,2.4,2,7.3,2,0,0,0,0,0,0,82.5
8.2,1,1,3,4,11.1,45.0,2.3,5,5.3,2,0,0,0,1,1,1,78.0
6.8,0,1,1,8,7.1,30.0,2.3,10,3.6,2,0,0,0,1,1,1,75.8
9.0,21,3,1,6,9.5,0.0,3.0,7,4.0,3,0,0,0,0,0,0,85.5
5.0,1,1,4,8,5.6,32.0,2.6,8,4.6,1,0,0,1,1,1,1,53.0
4.3,21,2,1,1,14.2,19.0,1.7,10,5.1,2,0,0,1,0,0,0,70.8
3.5,1,3,3,6,7.9,47.0,1.8,8,3.6,1,0,0,1,1,0,1,63.2
8.4,23,1,2,1,8.5,31.0,2.2,8,6.6,0,0,0,0,1,1,0,82.0
7.2,3,4,2,1,12.6,30.0,1.9,10,3.6,2,0,0,0,0,0,1,91.6
6.1,23,2,1,8,7.0,5.0,2.3,3,1.3,1,0,1,0,0,0,0,62.4
6.6,23,2,2,7,12.7,23.0,0.3,2,9.8,2,0,0,0,1,0,0,70.0
4.5,22,2,1,3,7.5,49.0,3.1,4,6.4,0,0,0,1,0,0,0,76.0
9.9,23,2,0,6,10.2,11.0,1.8,1,10.0,1,0,0,0,0,0,0,86.4
6.4,2,1,1,9,7.1,27.0,0.7,3,3.9,4,0,1,0,1,1,1,56.4
6.4,3,3,0,7,5.1,7.0,1.2,9,7.0,2,0,0,0,0,0,1,81.4
7.3,23,4,5,3,9.5,2.0,0.3,7,7.8,3,0,0,0,1,0,0,66.2
6.9,23,2,5,6,10.1,26.0,1.0,7,5.6,3,0,0,0,1,0,0,66.4
6.5,1,3,1,4,5.2,32.0,1.7,1,3.1,2,0,0,0,0,0,1,91.8
5.0,2,3,3,3,7.7,72.0,2.9,7,5.5,3,0,0,1,1,0,1,76.0
6.9,0,3,1,9,11.5,18.0,2.1,10,7.3,2,0,0,0,0,0,1,80.4
9.0,23,2,2,10,10.0,27.0,2.0,7,7.2,1,0,0,0,0,0,0,71.2
8.2,23,2,3,2,7.5,0.0,1.0,4,6.0,1,0,0,0,1,0,0,71.5
8.6,1,2,4,1,7.0,41.0,1.2,7,7.8,2,0,0,0,1,0,1,75.8
5.4,21,3,1,2,13.4,37.0,1.3,8,7.7,1,0,0,1,0,0,0,83.6
4.7,0,3,3,7,4.9,61.0,1.3,3,5.0,1,0,0,1,1,0,1,65.4
6.0,23,2,1,10,8.4,52.0,1.6,10,3.0,1,0,0,0,0,0,0,68.4
6.3,1,2,5,1,4.8,36.0,1.6,2,6.4,1,0,0,0,1,0,1,69.2
7.8,22,4,0,6,11.8,18.0,1.6,7,4.5,0,0,0,0,0,0,0,92.4
3.7,0,3,2,7,8.5,33.0,1.3,5,6.3,0,0,0,1,0,0,1,63.4
8.5,0,4,2,9,8.9,26.0,1.9,5,8.7,1,0,0,0,0,0,1,78.6
6.0,0,3,2,8,15.4,49.0,1.6,5,6.9,1,0,0,0,0,0,1,75.4
5.6,22,2,0,6,7.0,46.0,0.7,7,8.6,2,0,0,1,1,0,0,78.4
4.7,0,3,4,3,12.9,21.0,1.8,9,4.0,1,0,0,1,1,0,1,67.2
3.7,0,3,0,8,7.5,0.0,1.7,8,8.2,4,0,0,1,0,0,1,62.5
7.4,0,1,2,7,7.9,57.0,0.7,6,9.4,3,0,0,0,1,1,1,70.8
6.3,0,3,1,3,15.1,41.0,1.4,7,6.1,2,0,0,0,0,0,1,89.4
4.3,1,3,1,9,8.1,21.0,2.2,9,10.6,3,0,0,1,0,0,1,65.6
4.3,2,2,2,2,5.1,40.0,1.0,6,4.3,2,0,0,1,1,0,1,66.8
5.7,23,3,1,3,9.2,30.0,0.9,1,4.7,0,0,0,1,1,0,0,83.8
8.7,2,3,0,2,8.1,57.0,1.6,4,7.3,4,0,0,0,0,0,1,98.4
5.8,0,4,0,1,9.4,0.0,2.2,8,6.1,1,0,0,1,0,0,1,85.3
3.9,22,1,1,4,8.2,19.0,3.1,7,4.5,4,0,0,1,1,1,0,64.6
5.8,22,2,3,5,14.0,63.0,2.3,3,7.2,2,0,0,1,1,0,0,75.8
5.8,23,3,4,6,9.9,40.0,2.6,10,6.7,1,0,0,1,1,0,0,73.8
2.2,1,2,0,5,5.8,67.0,2.0,3,4.8,2,0,0,1,0,0,1,66.2
6.1,1,3,1,1,8.8,1.0,1.3,3,6.4,2,0,0,0,0,0,1,80.6
5.9,1,3,0,3,6.5,52.0,2.3,1,7.5,0,0,0,1,0,0,1,93.4
7.2,0,1,0,1,7.9,50.0,1.7,10,4.8,2,0,0,0,1,1,1,88.8
9.0,23,3,2,5,6.2,0.0,2.1,1,7.0,3,0,0,0,0,0,0,84.5
7.9,22,3,2,5,13.8,21.0,1.1,6,4.3,2,0,0,0,1,0,0,86.2
5.8,23,2,0,6,6.8,26.0,2.1,1,4.7,1,0,0,1,0,0,0,83.8
4.5,23,4,1,8,10.2,0.0,1.7,5,8.2,1,1,0,1,0,0,0,51.3
10.0,22,3,0,10,7.7,22.0,2.0,4,7.2,4,0,0,0,0,0,0,83.0
6.3,23,3,3,1,5.6,47.0,1.7,5,2.2,2,0,0,0,1,0,0,82.6
6.2,0,3,5,4,9.0,19.0,1.6,7,5.3,2,0,0,0,1,0,1,70.9
6.2,1,3,0,10,9.5,33.0,2.1,6,7.0,5,0,0,0,0,0,1,80.2
6.5,3,4,1,1,9.9,33.0,1.5,9,6.3,1,0,0,0,0,0,1,91.0
6.0,3,3,4,9,2.0,28.0,0.7,6,7.2,2,0,0,0,1,0,1,60.3
5.3,0,3,4,7,5.4,12.0,0.5,9,6.2,3,0,0,1,1,0,1,57.3
5.4,23,4,1,7,10.9,42.0,1.9,4,5.7,3,0,0,1,0,0,0,80.0
6.2,0,2,0,5,6.2,0.0,1.5,1,5.7,1,0,0,0,0,0,1,80.7
5.4,1,3,0,7,9.0,28.0,0.6,1,8.2,1,0,0,1,1,0,1,78.3
5.1,22,2,2,2,5.4,58.0,1.9,10,7.4,3,0,0,1,0,0,0,75.2
6.4,23,2,1,4,10.3,18.0,1.7,7,6.8,1,0,0,0,0,0,0,83.2
5.8,2,2,0,7,10.8,12.0,1.5,3,6.2,4,1,0,1,0,0,1,63.3
8.5,23,4,2,3,10.3,44.0,2.0,2,4.9,1,0,0,0,0,0,0,92.0
2.2,0,4,0,2,11.1,32.0,2.7,6,5.4,1,0,0,1,0,0,1,71.2
7.8,0,3,3,10,12.4,44.0,2.7,6,8.1,0,0,0,0,1,0,1,73.0
8.1,22,3,1,2,5.6,29.0,1.9,7,7.9,3,0,0,0,0,0,0,95.4
3.1,23,3,0,1,6.5,0.0,1.7,5,4.7,4,0,0,1,0,0,0,67.9
5.7,23,4,2,5,10.7,54.0,1.9,8,6.2,2,0,0,1,0,0,0,83.8
5.6,21,3,1,6,11.3,74.0,2.0,7,7.0,4,0,0,1,0,0,0,84.6
4.1,21,2,5,6,6.8,56.0,1.6,2,6.9,1,0,0,1,1,0,0,53.0
5.0,2,2,2,9,6.6,0.0,1.9,1,6.9,0,0,1,1,0,0,1,47.1
4.5,23,3,1,4,6.9,38.0,0.7,9,3.8,3,0,0,1,1,0,0,75.8
8.8,0,3,3,1,4.5,18.0,1.9,5,3.7,4,0,0,0,1,0,1,84.6
7.6,23,2,1,6,5.3,4.0,2.1,5,8.3,3,0,0,0,0,0,0,81.5
8.1,3,1,4,5,5.4,31.0,1.5,10,9.0,3,0,0,0,1,1,1,72.0
7.3,23,3,1,10,7.8,25.0,1.7,4,3.0,2,0,0,0,0,0,0,78.6
4.5,23,1,2,6,9.2,39.0,1.0,2,5.9,1,0,0,1,1,1,0,60.0
5.4,2,3,0,3,9.6,29.0,0.9,5,7.6,4,0,0,1,1,0,1,85.8
6.9,2,4,1,2,7.2,3.0,1.9,2,1.6,1,0,0,0,0,0,1,88.2
4.4,22,2,3,6,7.3,15.0,1.3,7,3.9,2,0,0,1,1,0,0,57.9
7.3,2,2,3,1,8.8,12.0,0.6,9,5.8,3,0,0,0,1,0,1,72.9
5.8,0,3,1,7,4.8,0.0,1.0,9,4.8,1,0,0,1,1,0,1,71.3
5.6,0,3,1,7,10.9,0.0,1.1,6,6.4,3,1,0,1,1,0,1,58.5
7.3,22,3,3,10,11.7,23.0,2.3,1,8.9,0,0,0,0,1,0,0,71.2
6.9,22,4,4,7,6.9,59.0,1.9,6,4.3,3,0,0,0,1,0,0,77.0
5.7,1,1,0,10,7.5,16.0,1.2,5,6.1,2,0,0,1,1,1,1,60.5
7.9,0,3,2,1,11.6,11.0,1.4,4,5.3,2,0,0,0,0,0,1,84.8
4.6,23,3,1,4,8.2,2.0,2.7,6,6.3,2,0,0,1,0,0,0,74.6
7.1,1,4,4,7,10.0,29.0,2.5,6,6.0,1,0,0,0,1,0,1,77.8
7.1,1,2,0,9,8.3,54.0,1.0,6,11.3,2,0,0,0,1,0,1,79.0
5.7,22,3,1,5,12.4,72.0,2.6,2,9.0,2,0,0,1,0,0,0,88.2
6.7,0,3,3,2,9.7,34.0,1.7,7,2.8,2,0,0,0,1,0,1,85.0
4.3,22,2,0,7,9.9,31.0,2.4,4,4.2,1,0,0,1,0,0,0,72.8
7.6,1,1,2,10,9.9,16.0,1.7,9,4.4,0,0,0,0,1,1,1,62.3
5.9,1,4,1,1,7.1,20.0,2.6,10,3.5,1,0,0,1,0,0,1,86.9
5.4,3,2,1,7,7.3,42.0,1.0,2,3.3,3,0,0,1,1,0,1,71.4
7.8,22,2,1,6,10.4,21.0,1.6,5,5.6,0,0,0,0,0,0,0,84.2
5.1,22,2,2,7,8.8,24.0,2.7,4,4.5,4,0,0,1,0,0,0,68.1
4.1,23,4,0,10,5.6,27.0,0.3,9,4.2,3,0,0,1,1,0,0,60.0
3.9,23,3,2,3,13.2,15.0,1.8,4,10.0,3,0,0,1,0,0,0,68.9
7.1,23,3,3,3,10.9,26.0,1.5,8,4.7,3,0,0,0,1,0,0,85.0
4.3,2,2,3,7,8.6,0.0,2.3,8,5.1,1,0,0,1,1,0,1,53.3
8.8,23,3,0,2,7.8,40.0,2.5,6,7.5,3,0,0,0,0,0,0,100.0
3.1,23,3,0,1,9.0,80.0,2.3,6,5.1,2,0,0,1,0,0,0,76.6
8.7,1,3,1,9,9.8,16.0,2.0,8,3.7,4,0,0,0,0,0,1,80.5
6.5,23,4,1,9,3.4,36.0,1.8,10,5.5,4,0,0,0,0,0,0,80.2
6.1,1,1,1,7,13.8,47.0,1.6,9,10.0,0,0,0,0,1,1,1,73.0
5.4,22,3,2,7,6.5,56.0,1.9,5,5.0,2,0,0,1,0,0,0,76.0
6.8,0,1,0,3,8.5,22.0,2.8,1,4.2,2,0,0,0,1,1,1,86.8
6.1,21,3,0,10,8.6,0.0,1.2,1,6.8,3,0,1,0,0,0,0,60.9
7.9,22,2,1,2,13.5,34.0,1.5,2,5.4,1,0,0,0,0,0,0,89.0
6.4,2,2,2,7,8.3,31.0,1.7,10,11.5,1,0,0,0,0,0,1,76.2
6.4,22,2,0,9,12.5,20.0,2.5,10,4.4,2,0,0,0,0,0,0,76.9
5.7,0,3,2,1,9.5,25.0,2.0,5,9.5,2,0,0,1,0,0,1,83.0
6.1,23,2,1,4,6.1,31.0,2.5,4,8.3,5,0,0,0,0,0,0,85.6
6.7,23,3,4,6,8.8,36.0,2.5,1,5.2,3,0,0,0,1,0,0,79.2
3.6,2,2,4,7,8.2,35.0,2.2,4,6.0,2,0,0,1,1,0,1,52.6
4.2,21,1,1,10,5.8,23.0,1.1,4,3.9,0,0,1,1,1,1,0,40.8
7.3,1,3,1,7,9.4,36.0,3.0,10,4.9,1,0,0,0,0,0,1,90.0
6.5,3,2,1,10,8.6,22.0,2.8,4,5.2,2,0,0,0,0,0,1,71.0
5.9,0,2,1,2,9.9,42.0,1.8,1,6.3,3,0,0,1,0,0,1,83.6
6.2,3,3,2,4,9.0,14.0,0.8,9,3.2,2,0,0,0,1,0,1,78.4
6.7,22,2,3,5,6.9,30.0,0.7,3,6.6,2,0,0,0,1,0,0,76.0
5.4,23,1,2,1,10.4,0.0,2.0,4,5.7,4,0,0,1,1,1,0,64.9
5.0,23,2,3,1,6.9,20.0,1.3,5,6.8,4,0,0,1,1,0,0,65.7
6.5,1,4,1,10,2.0,40.0,0.6,7,7.1,1,0,0,0,1,0,1,72.4
4.7,3,3,0,3,8.8,5.0,0.7,6,5.5,0,0,0,1,1,0,1,74.8
6.8,23,3,3,10,7.1,21.0,1.5,5,7.0,1,0,0,0,1,0,0,67.6
3.6,1,3,1,3,9.5,0.0,1.9,8,5.8,3,0,0,1,0,0,1,67.7
7.7,22,2,2,8,13.5,0.0,2.8,1,7.5,5,0,0,0,0,0,0,70.5
6.9,0,2,1,9,13.6,4.0,2.1,7,6.6,0,0,0,0,0,0,1,71.9
6.6,0,3,0,1,8.1,30.0,1.5,6,6.4,0,0,0,0,0,0,1,95.6
7.7,3,1,5,2,6.4,35.0,2.1,5,5.8,4,0,0,0,1,1,1,70.0
8.7,0,2,0,10,10.0,27.0,2.0,7,8.6,3,0,0,0,0,0,1,79.2
7.7,23,2,5,2,7.6,20.0,2.3,3,6.8,5,0,0,0,1,0,0,72.5
3.4,22,2,5,4,9.5,20.0,1.8,1,3.4,2,0,0,1,1,0,0,50.1
4.3,22,4,3,2,6.8,44.0,2.5,9,5.1,2,0,0,1,1,0,0,71.8
5.3,23,1,2,7,9.1,33.0,2.4,2,5.5,1,0,0,1,1,1,0,65.8
6.2,23,3,2,9,6.5,21.0,1.9,10,6.0,1,0,0,0,0,0,0,72.6
7.0,2,2,4,7,11.5,56.0,1.7,3,6.4,2,0,0,0,1,0,1,71.8
5.1,0,4,1,6,7.0,71.0,2.4,8,4.1,2,0,0,1,0,0,1,81.6
6.5,0,1,2,10,10.2,1.0,1.3,10,5.9,0,0,0,0,1,1,1,54.0
5.1,22,2,2,1,5.3,39.0,0.7,9,5.4,4,0,0,1,1,0,0,70.4
5.3,2,3,1,10,10.5,96.0,0.7,3,8.2,1,0,1,1,1,0,1,57.6
4.1,1,3,1,9,6.1,34.0,1.2,6,4.0,3,0,0,1,0,0,1,63.4
4.8,22,2,1,5,9.2,31.0,2.3,7,6.0,1,0,0,1,0,0,0,77.8
4.2,1,2,2,5,11.1,27.0,1.5,1,4.6,3,0,0,1,0,0,1,67.4
4.7,0,2,4,6,8.0,39.0,1.9,7,9.7,1,0,0,1,1,0,1,61.8
7.8,22,2,1,9,5.9,45.0,1.5,4,8.5,3,0,0,0,0,0,0,77.0
4.8,0,2,4,8,9.7,1.0,1.5,5,2.7,0,0,0,1,1,0,1,47.6
10.0,0,3,2,8,6.4,27.0,1.1,8,4.4,2,0,0,0,1,0,1,78.6
6.9,22,2,3,8,7.5,0.0,1.7,4,7.7,3,0,0,0,1,0,0,64.7
6.5,3,2,2,1,9.2,23.0,1.7,4,6.9,1,0,0,0,0,0,1,81.0
4.9,2,3,3,1,11.9,8.0,2.1,8,6.9,1,0,0,1,1,0,1,69.9
7.3,1,4,0,8,8.6,35.0,2.0,5,6.4,4,0,0,0,0,0,1,91.0
5.3,0,3,3,5,8.6,0.0,1.7,6,7.9,4,0,0,1,1,0,1,69.1
6.4,23,1,0,9,10.3,17.0,0.7,5,7.6,0,0,0,0,1,1,0,66.0
10.0,1,1,4,2,8.6,49.0,2.5,1,5.4,1,0,0,0,1,1,1,74.0
6.1,0,4,5,9,10.1,13.0,1.7,7,3.6,1,0,0,0,1,0,1,57.1
7.9,22,2,1,8,11.2,0.0,1.9,6,2.6,1,0,0,0,0,0,0,74.1
5.1,0,1,1,9,7.7,34.0,2.9,2,5.8,5,0,1,1,1,1,1,54.6
6.1,2,3,3,4,2.0,15.0,2.4,7,2.3,2,0,0,0,1,0,1,78.8
8.9,0,3,1,1,6.5,24.0,2.1,6,6.5,2,0,0,0,0,0,1,94.5
5.3,22,3,4,1,11.5,12.0,1.8,5,5.4,5,0,0,1,1,0,0,68.5
8.9,1,2,0,5,8.4,71.0,1.8,8,9.9,2,0,0,0,0,0,1,94.2
7.3,23,1,0,2,7.7,0.0,2.0,5,6.7,3,0,0,0,1,1,0,82.5
5.4,23,4,5,8,11.4,90.0,2.1,2,5.9,1,0,1,1,1,0,0,53.4
7.1,22,2,2,10,8.2,19.0,3.0,6,2.8,2,0,0,0,0,0,0,69.2
7.7,23,3,3,5,3.3,32.0,3.5,1,3.5,2,0,0,0,1,0,0,88.0
7.1,1,3,1,5,4.7,15.0,2.0,5,7.4,0,0,0,0,0,0,1,92.2
3.8,0,3,2,2,9.5,14.0,0.3,6,5.4,1,0,0,1,1,0,1,62.0
5.1,23,2,2,7,8.3,11.0,1.1,7,11.1,1,0,0,1,1,0,0,61.2
5.8,2,2,2,8,12.1,41.0,3.1,2,5.8,0,0,1,1,0,0,1,62.8
6.1,2,3,2,10,6.7,0.0,2.3,1,6.3,2,0,1,0,0,0,1,56.1
7.1,2,4,2,1,7.7,36.0,2.1,6,3.4,2,0,0,0,0,0,1,92.0
6.5,23,4,1,2,6.3,0.0,1.7,3,7.9,2,0,0,0,0,0,0,84.3
4.2,0,1,1,10,7.2,34.0,1.0,5,4.1,1,0,0,1,1,1,1,50.2
6.8,3,2,3,4,3.8,47.0,3.0,2,7.0,3,0,0,0,1,0,1,81.8
7.1,1,4,1,5,7.5,0.0,1.2,1,7.6,1,0,0,0,0,0,1,85.3
7.0,21,3,2,2,8.4,43.0,2.3,1,6.2,2,0,0,0,0,0,0,92.0
7.8,22,4,1,1,8.2,29.0,0.9,4,9.5,3,0,0,0,1,0,0,91.4
7.5,0,2,2,9,13.9,63.0,1.6,10,4.8,1,0,0,0,0,0,1,73.4
6.9,2,3,3,1,13.1,9.0,2.5,2,9.4,3,0,0,0,1,0,1,82.2
6.1,0,3,1,4,6.6,90.0,1.6,1,3.5,3,0,0,0,0,0,1,89.0
3.7,0,3,0,2,3.4,0.0,1.5,6,7.6,0,0,0,1,0,0,1,70.7
6.8,22,2,0,4,8.3,21.0,1.8,4,5.7,0,0,0,0,0,0,0,90.8
6.5,1,1,2,8,9.4,0.0,0.9,10,4.6,5,0,0,0,1,1,1,58.1
6.6,2,3,3,8,6.3,69.0,0.7,7,2.7,1,0,0,0,1,0,1,71.4
4.3,23,2,0,9,6.5,22.0,2.3,6,5.5,3,0,0,1,0,0,0,64.8
4.6,1,3,3,5,12.5,24.0,1.5,5,5.4,2,0,0,1,1,0,1,70.1
7.8,3,4,1,7,7.9,38.0,2.3,10,6.3,1,0,0,0,0,0,1,90.0
6.1,23,2,2,3,10.2,28.0,2.6,2,7.4,1,0,0,0,0,0,0,81.1
7.2,0,3,4,10,6.2,15.0,2.6,5,4.4,2,0,0,0,1,0,1,65.2
6.2,23,2,1,4,8.4,0.0,0.7,9,9.5,2,0,0,0,1,0,0,73.5
6.2,1,3,2,10,7.7,32.0,1.3,9,4.9,3,0,0,0,0,0,1,69.4
7.6,0,4,0,9,6.8,36.0,2.2,2,7.2,4,0,0,0,0,0,1,88.0
5.4,0,1,0,10,11.4,43.0,2.2,7,6.2,3,0,0,1,1,1,1,65.4
6.3,1,1,1,10,5.0,70.0,3.4,10,5.6,1,0,0,0,1,1,1,66.8
5.5,23,2,0,1,9.3,0.0,1.2,4,6.1,4,0,0,1,0,0,0,75.3
5.5,2,1,2,2,7.6,27.0,2.6,3,4.1,3,0,0,1,1,1,1,72.2
5.7,0,3,1,5,9.5,54.0,2.1,1,5.2,4,0,0,1,0,0,1,88.2
6.5,22,4,2,3,7.6,25.0,0.7,3,3.3,2,0,0,0,1,0,0,82.6
5.5,1,2,0,2,10.7,0.0,1.4,9,4.9,3,0,0,1,0,0,1,76.1
8.1,1,2,1,1,6.2,0.0,2.0,9,5.1,2,0,0,0,0,0,1,83.5
4.9,23,2,2,10,11.4,35.0,0.6,7,7.7,1,0,0,1,1,0,0,53.8
5.9,2,3,5,3,8.4,34.0,0.3,3,5.3,5,0,0,1,1,0,1,66.6
5.5,2,1,0,1,5.2,43.0,0.6,3,5.1,0,0,0,1,1,1,1,75.4
8.4,23,3,4,1,10.2,11.0,2.0,4,6.4,1,0,0,0,1,0,0,79.2
6.5,3,3,2,1,8.0,34.0,1.5,7,6.4,4,0,0,0,0,0,1,87.0
7.7,22,3,2,8,4.2,7.0,1.4,7,4.8,0,0,0,0,0,0,0,74.8
4.0,23,2,2,3,9.3,34.0,1.4,2,6.8,4,0,0,1,0,0,0,66.6
6.6,22,3,0,1,11.0,29.0,0.8,5,5.6,3,0,0,0,1,0,0,92.6
7.5,2,1,0,7,11.7,10.0,1.5,7,4.8,0,0,0,0,1,1,1,77.0
6.3,1,2,2,10,7.6,62.0,0.5,7,5.0,2,0,0,0,1,0,1,61.8
7.8,22,4,1,3,8.9,0.0,2.6,6,7.9,3,0,0,0,0,0,0,88.5
5.4,23,3,4,8,8.6,25.0,3.0,10,5.1,2,0,0,1,1,0,0,64.2
8.3,0,1,1,4,12.2,9.0,0.3,10,6.5,4,0,0,0,1,1,1,74.0
9.6,22,2,0,4,6.5,68.0,1.5,8,3.4,4,0,0,0,0,0,0,93.0
5.7,2,2,3,5,7.3,41.0,1.5,3,8.2,1,0,0,1,1,0,1,73.2
5.5,2,2,1,6,6.4,14.0,1.7,1,4.8,0,0,0,1,0,0,1,73.8
8.4,0,2,2,7,4.9,22.0,2.5,3,6.8,4,0,0,0,0,0,1,79.0
8.6,3,1,2,4,9.1,69.0,1.5,2,5.5,2,0,0,0,1,1,1,80.0
5.4,23,3,4,8,12.5,7.0,1.7,2,6.8,0,1,1,1,1,0,0,38.4
5.6,3,3,3,6,8.0,0.0,3.9,2,6.9,3,0,0,1,1,0,1,69.1
5.8,1,3,2,1,6.3,34.0,1.7,5,5.7,4,0,0,1,0,0,1,83.6
4.2,0,3,2,1,9.0,35.0,3.0,1,2.3,2,0,0,1,0,0,1,75.2
4.8,22,1,4,9,10.0,43.0,2.2,10,8.2,2,0,0,1,1,1,0,48.8
4.7,2,4,1,10,8.1,43.0,1.4,4,5.7,3,0,1,1,0,0,1,56.8
5.0,23,3,0,6,12.0,67.0,1.3,10,6.7,3,0,0,1,0,0,0,82.2
6.1,22,3,1,10,6.5,0.0,1.8,5,7.4,4,0,0,0,0,0,0,67.3
6.6,21,3,1,8,7.8,2.0,1.0,2,5.1,5,0,0,0,1,0,0,73.6
8.5,0,4,2,7,9.2,43.0,1.2,5,7.0,2,0,0,0,0,0,1,82.8
4.7,0,3,2,6,9.5,4.0,1.5,10,4.5,3,0,0,1,0,0,1,66.7
7.7,1,2,2,4,8.6,0.0,2.0,4,6.8,5,0,0,0,0,0,1,79.5
5.9,2,3,0,7,5.3,69.0,3.1,8,6.0,1,0,0,1,0,0,1,87.4
6.1,22,3,3,9,14.3,0.0,1.5,1,5.2,0,0,1,0,1,0,0,53.1
7.2,1,3,1,10,7.9,20.0,2.1,5,6.1,4,0,0,0,0,0,1,78.5
4.5,22,3,2,10,8.8,27.0,0.7,10,3.9,1,0,0,1,1,0,0,56.0
6.8,2,1,2,7,10.0,57.0,2.5,1,6.6,0,0,0,0,1,1,1,74.8
6.4,2,2,1,1,6.9,0.0,0.6,10,6.8,1,0,0,0,1,0,1,74.3
6.9,0,4,0,10,8.6,37.0,2.4,10,6.7,2,0,0,0,0,0,1,84.4
6.6,1,3,0,9,6.8,8.0,1.7,4,9.0,1,0,0,0,0,0,1,78.9
9.9,23,3,3,4,9.5,42.0,1.7,8,5.8,1,0,0,0,1,0,0,86.8
5.2,0,2,4,3,7.8,8.0,1.6,1,5.9,5,0,0,1,1,0,1,61.1
5.4,2,2,2,4,9.2,63.0,0.9,2,3.7,3,0,0,1,1,0,1,73.0
5.3,0,4,0,4,5.9,8.0,0.9,1,9.1,3,0,0,1,1,0,1,79.9
5.4,23,3,1,10,6.4,0.0,2.4,7,3.0,0,0,0,1,0,0,0,63.9
5.2,0,3,3,2,5.1,11.0,1.8,2,6.5,3,0,0,1,1,0,1,71.6
8.0,2,3,3,1,6.7,22.0,1.6,1,4.8,3,0,0,0,1,0,1,84.4
8.3,23,3,0,10,2.1,52.0,2.1,6,6.1,3,0,0,0,0,0,0,85.0
5.3,22,2,0,1,7.7,0.0,1.9,6,3.4,1,0,0,1,0,0,0,76.9
5.0,1,3,3,8,7.2,1.0,1.2,10,7.8,2,0,0,1,1,0,1,56.6
6.9,2,2,1,2,8.9,49.0,3.5,2,4.1,3,0,0,0,0,0,1,90.4
5.4,22,2,1,10,8.6,0.0,2.3,1,8.3,3,0,1,1,0,0,0,50.9
7.1,23,3,0,5,11.6,24.0,1.9,10,4.1,3,0,0,0,0,0,0,98.1
6.5,22,4,2,4,15.0,25.0,1.4,3,8.0,2,0,0,0,0,0,0,85.4
3.9,23,1,4,8,11.3,33.0,2.5,10,4.3,2,0,0,1,1,1,0,46.4
8.5,0,3,5,2,7.4,12.0,1.2,5,4.8,3,0,0,0,1,0,1,72.3
8.9,1,2,2,10,7.3,8.0,1.2,6,6.0,0,0,0,0,0,0,1,63.3
